"分享、查詢台灣所有公司的防疫政策
https://reurl.cc/Nraz1x",<---複製左方文字，用Line、FB分享給你的朋友們(較順暢的網頁版),資料原始檔在此,填寫問卷點這裡,"*雖是匿名調查，但請勿造謠或提供錯誤資訊，以免影響防疫。
*請勿進行人身攻擊或揭露他人個資。
*由於資料來自匿名問卷，若對資訊正確性有任何疑問，請向相關公司查證。
*若接獲通知，稱回覆之資訊錯誤，將把該回覆以紅底標示，提醒公眾需特別注意。
*若接獲通知，及該回覆確實涉及人身攻擊或個資，將刪除有問題的文字。(所有修改都會紀錄在""附註""欄位)
*也歡迎公司行號填寫問卷說明防疫政策。
*因防疫政策可能變動，請參考「時間戳記」欄位，以確認資訊是否即時。",,,
2021/5/23 上午 8:45:22,宏遠證券股份有限公司,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 補助疫苗1200",5,,
2021/5/23 上午 8:46:13,亞睿,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),強制配戴口罩,4,,
2021/5/23 上午 8:52:34,立積,北部 (台北、新北、基隆、桃園、新竹),尚未啟動WFH,"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",2,,
2021/5/23 上午 8:53:02,錼創,中部 (苗栗、台中、彰化、南投、雲林),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",3,,
2021/5/23 上午 8:58:59,台電,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 減少會議及出差",1,被動式防疫 ，無分流,
2021/5/23 上午 9:02:53,緯創,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",4,,
2021/5/23 上午 9:09:52,利商股份有限公司,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,無實際作為,1,無言,
2021/5/23 上午 9:11:39,華碩電腦,北部 (台北、新北、基隆、桃園、新竹),要求在家上班 (必要人員則分為兩組輪流至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置, 收到細胞簡訊的員工，無論ABC班表如何，一律改採居家辦公",5,超前部署 (5/13即啟動AB班，5/17-6/6啟動ABC班，C班為毋須至公司上班的非必要人員),
2021/5/23 上午 9:11:49,花旗銀行,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",5,"5/15（六）便當機立斷採人員AB組分流上班
沒想到身為一線櫃員也可以在家工作
在其他金融業櫃員都還沒調整時
甚至許多銀行的櫃員直到現在都沒有分流上班
在花旗銀行工作真的安心許多！",
2021/5/23 上午 9:21:19,家登精密,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",5,每日防疫會議及公告會議通知,
2021/5/23 上午 9:52:01,明基材料,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",5,反應很快，5/12要求主管提供可在家上班名單，5/13立刻開始執行,
2021/5/23 上午 10:12:16,帆宣,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",4,HRㄧ開始公告先電梯分流上班，後續5/17才由各部門內部制定分流分組上班，部門大多數都配有筆電，公司也有設定VPN可遠端工作。,
2021/5/23 上午 10:21:29,群創光電,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 減少會議及出差",3,,
2021/5/23 上午 10:27:38,立訊,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",4,,
2021/5/23 上午 10:36:40,福茂大勤股份有限公司,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",4,,
2021/5/23 上午 10:47:19,英業達,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",5,從2020年以來反應疫情速度很快,
2021/5/23 上午 10:50:52,研華科技,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 辦公區域消毒, 減少會議及出差",2,沒有超前防疫。有確診才有作為，忽略員工健康權益,
2021/5/23 上午 11:01:11,李長榮化工,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",5,公司出錢打疫苗，並且视疫情狀況將分流上班調整為全員在家上班，只要有員工到公司，當日一定消毒,
2021/5/23 上午 11:02:48,波特嫚國際生物科技股份有限公司,南部 (嘉義、台南、高雄、屏東),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),量測體溫,1,,
2021/5/23 上午 11:02:52,廣達,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,強制配戴口罩,1,,
2021/5/23 上午 11:05:34,摩速科技,北部 (台北、新北、基隆、桃園、新竹),全員在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",5,超前部署,
2021/5/23 上午 11:13:30,研華,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",3,,
2021/5/23 上午 11:21:24,昇源中醫診所,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 白袍、隔離衣、口罩、防護面罩、防護眼鏡、手套",2,櫃檯未落實TOCC詢問,
2021/5/23 上午 11:32:48,台灣三星電子,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",3,"讚美：
1. 提供免費午餐給需要進辦公室的同仁
2. 通勤者可報公帳搭計程車上下班
3. 提供筆電給居家上班的同仁

批評：
1. 外籍主管防疫觀念差，勸導效果有限
2. IT愛推事，居家工作遇到技術問題不積極協助解決
3. 公司政策沒有統一公佈的管道（有的部門已經分好組領好電腦了，有的部門連要分組都不知道）",
2021/5/23 上午 11:46:21,欣興電子,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",3,,
2021/5/23 下午 12:22:50,恩智浦半導體,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 辦公區域消毒, 減少會議及出差",5,"1. 5/4 公司即宣布全體在家工作，超前部署
2. 在去年底就頒布因應這次疫情而生的彈性工作安排政策，員工可以申請一週兩次在家工作
",
2021/5/23 下午 12:41:04,秀瑞補習班,北部 (台北、新北、基隆、桃園、新竹),自行決定,"量測體溫, 強制配戴口罩, 辦公區域消毒, 加大座位間距或隔離裝置",4,,
2021/5/23 下午 12:41:15,優越資優文理補習班,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩",1,,
2021/5/23 下午 12:42:24,雃博,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒, 加大座位間距或隔離裝置",2,公司不開放在家工作，只是移動同仁到不同的辦公區域，但仍然無法拉大員工座位的間隔，而且一直要求員工更換座位，造成交叉感染風險,
2021/5/23 下午 1:01:36,華碩電腦,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 減少會議及出差",5,,
2021/5/23 下午 1:02:44,Yahoo!,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",5,"公司還提供辦公設備（keyboard, mouse, monitor, etc.）直送家中，覺得非常溫馨！",
2021/5/23 下午 1:03:12,光泉食品,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒",3,,
2021/5/23 下午 1:04:04,仁寶電腦內湖總部,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 無實際作為",1,不見棺材不掉淚,
2021/5/23 下午 1:04:32,揚明光,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",5,,
2021/5/23 下午 1:35:15,凱基證券,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 減少會議及出差",5,即時應對保障員工健康,
2021/5/23 下午 1:36:30,台灣資料科學,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 加大座位間距或隔離裝置",5,反應迅速,
2021/5/23 下午 1:39:53,中強光電股份有限公司,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",4,,
2021/5/23 下午 1:47:31,Eurofins,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",3,,
2021/5/23 下午 1:51:15,皮卡,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",3,,
2021/5/23 下午 1:52:23,瑞昱,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"強制配戴口罩, 辦公區域消毒, 減少會議及出差",3,,
2021/5/23 下午 1:53:25,ICON愛康恩,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 加大座位間距或隔離裝置",3,得等待國外總公司的決策才能進行，風險管理上有點過慢,
2021/5/23 下午 1:54:33,海華科技,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",2,我覺得應該要隔週分流,
2021/5/23 下午 1:55:19,欣興電子,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 減少會議及出差",2,沒有危機意識,
2021/5/23 下午 1:55:38,愛康恩臨床研究有限股份公司,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",4,,
2021/5/23 下午 1:56:44,醫學研究公司,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 減少會議及出差, 加大座位間距或隔離裝置",4,,
2021/5/23 下午 1:58:33,商業周刊,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",5,,
2021/5/23 下午 1:59:46,中華經濟研究院,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",4,,
2021/5/23 下午 2:05:21,台積電,北部 (台北、新北、基隆、桃園、新竹),少數人在家上班，分流上班尚未開始,"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",5,,
2021/5/23 下午 2:06:24,台灣科高工程,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",5,,
2021/5/23 下午 2:07:32,台積電 IMC,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"強制配戴口罩, 辦公區域消毒, 減少會議及出差",1,不要再買公關代替防疫 認真做事好嗎,
2021/5/23 下午 2:09:25,台灣富士通股份有限公司,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",5,完全在家上班就是讚,
2021/5/23 下午 2:09:31,立錡科技,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",5,不錯,
2021/5/23 下午 2:09:40,世界先進,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",4,,
2021/5/23 下午 2:09:57,中華電信,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 辦公區域消毒, 減少會議及出差",1,,
2021/5/23 下午 2:10:23,台灣世曦,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",2,長官會刁難,
2021/5/23 下午 2:10:51,台X工業,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",4,,
2021/5/23 下午 2:11:09,華碩電腦,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 減少會議及出差",5,,
2021/5/23 下午 2:16:31,群聯電子,中部 (苗栗、台中、彰化、南投、雲林),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",5,,
2021/5/23 下午 2:17:38,Iqvia,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 辦公區域消毒, 減少會議及出差",5,,
2021/5/23 下午 2:19:11,群創光電,中部 (苗栗、台中、彰化、南投、雲林),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 減少會議及出差",3,,
2021/5/23 下午 2:20:23,TSMC,離島 (澎湖、金門、馬祖),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置, 無實際作為",4,,
2021/5/23 下午 2:20:42,奕力科技,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 減少會議及出差",4,,
2021/5/23 下午 2:25:01,iKala,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 減少會議及出差",5,,
2021/5/23 下午 2:26:01,dcard,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"辦公區域消毒, 減少會議及出差",5,,
2021/5/23 下午 2:27:02,群創,南部 (嘉義、台南、高雄、屏東),分流在家上班(例如分為兩組輪流上班),"量測體溫, 減少會議及出差",2,,
2021/5/23 下午 2:29:19,17 LIVE,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),都在家上班,5,,
2021/5/23 下午 2:30:13,Google,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",5,,
2021/5/23 下午 2:31:12,美超微,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",2,,
2021/5/23 下午 2:33:10,台積電,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",3,,
2021/5/23 下午 2:33:50,聯詠科技,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",5,,
2021/5/23 下午 2:33:58,STmicroelectronics,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩",5,,
2021/5/23 下午 2:34:00,佳世達,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,量測體溫,1,選擇性WFH，R&D不採AB班？全部都來，還包奇怪的塑膠袋，比國軍還不如。,
2021/5/23 下午 2:34:10,廣達電腦,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 無實際作為",1,,
2021/5/23 下午 2:36:09,啟碁,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 減少會議及出差",1,,
2021/5/23 下午 2:36:41,將群智權事務所,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"減少會議及出差, 提供泡麵、發口罩",2,,
2021/5/23 下午 2:37:06,LCFC,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",4,,
2021/5/23 下午 2:38:00,明泰科技,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 加大座位間距或隔離裝置",1,,
2021/5/23 下午 2:38:52,大立光,中部 (苗栗、台中、彰化、南投、雲林),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒",2,,
2021/5/23 下午 2:39:26,廣達,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 減少會議及出差",1,,
2021/5/23 下午 2:39:39,研華科技公司,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"強制配戴口罩, 辦公區域消毒",2,希望可以開放較高危險地區的部份 自由選擇是否WFH；以保障公司員工的健康安全且無需擔心家人受到波及！,
2021/5/23 下午 2:40:48,仁寶電腦,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",2,,
2021/5/23 下午 2:42:40,北科大,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 減少會議及出差, 加大座位間距或隔離裝置",3,,
2021/5/23 下午 2:42:54,桃園半導體設備商,北部 (台北、新北、基隆、桃園、新竹),強制在家工作,"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",5,超讚,
2021/5/23 下午 2:48:57,台達,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 辦公區域消毒, 減少會議及出差",3,,
2021/5/23 下午 2:49:50,建興,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",3,,
2021/5/23 下午 2:50:07,雲達,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"強制配戴口罩, 辦公區域消毒, 減少會議及出差",5,,
2021/5/23 下午 2:51:36,和碩科技,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒",1,爛，訊息永遠慢半拍，都要先看其他公司如何操作，才會想辦法抄一份，六七千人的大公司，還要警衛一個一個量體溫，連個熱像儀也買不起,
2021/5/23 下午 2:56:34,群聯電子,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",5,,
2021/5/23 下午 2:59:16,台灣愛康恩研究有限公司,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 減少會議及出差, 加大座位間距或隔離裝置, 遵照政府規定室內1.5公尺。若採用分流，座位旁邊四周不能有第二人，採梅花座。另外非必要，不進辦公室。",5,,
2021/5/23 下午 3:01:34,國泰人壽,南部 (嘉義、台南、高雄、屏東),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 減少會議及出差",4,,
2021/5/23 下午 3:02:12,先構技研有限公司,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 減少會議及出差, 加大座位間距或隔離裝置",4,,
2021/5/23 下午 3:03:39,驣星軟體,南部 (嘉義、台南、高雄、屏東),全部在家上班,無實際作為,5,,
2021/5/23 下午 3:03:51,緯創,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"強制配戴口罩, 減少會議及出差",1,,
2021/5/23 下午 3:04:41,明泰科技,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 加大座位間距或隔離裝置",1,,
2021/5/23 下午 3:06:32,義大醫院,南部 (嘉義、台南、高雄、屏東),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",5,,
2021/5/23 下午 3:07:01,日月光,南部 (嘉義、台南、高雄、屏東),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",4,,
2021/5/23 下午 3:07:25,日月光,南部 (嘉義、台南、高雄、屏東),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",4,,
2021/5/23 下午 3:08:04,安勤科技,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",4,,
2021/5/23 下午 3:09:17,廣達,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒",1,有員工確診了，5/24-26總部辦公大樓居家辦公，產線正常上班，5/27以後的安排再看情況...看來還是沒有要長期導入居家辦公的意思，真棒！,
2021/5/23 下午 3:10:14,廣達電腦,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 加大座位間距或隔離裝置",3,少賣幾個sever應該對世界沒什麼影響吧,
2021/5/23 下午 3:11:57,亞信有限公司,南部 (嘉義、台南、高雄、屏東),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒",5,,
2021/5/23 下午 3:12:33,和德昌股份有限公司,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",5,,
2021/5/23 下午 3:12:48,三洋維士比集團,南部 (嘉義、台南、高雄、屏東),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",4,,
2021/5/23 下午 3:14:15,集雅社股份有限公司,南部 (嘉義、台南、高雄、屏東),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 減少會議及出差",3,分流在家但沒有提供電腦，需用私人電腦作業。,
2021/5/23 下午 3:15:54,派維爾,南部 (嘉義、台南、高雄、屏東),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",5,,
